File_name	Total_Pairs	Uniq_mapped_rate	Uniq_Exonic_region_mapped_rate	CancerType	Status	UnmappedRate	DuplicateMapped_rate	Onemapped_rate	IncorrectMapped_rate	Total_line	Total_unique	Total_pass	Total_Unmapped	Total_Duplicate	Total_Onemapped	Total_Incorrect
DRR483793	13089863	0.913406580343889	0.5880067080577236	NonT	Normal	0.022653025474750958	0.04381734170938229	0.009402657613758065	0.010720318463226085	26179726	23912734	14060848	593050	1147126	246159	280655
ERR9923005	63062425	0.8774694836108824	0.1345790083368673	MT	Normal	0.06931890107302408	0.02263098826282053	0.01575947959502033	0.014818824363319362	126124850	110670707	14893954	8742836	2854330	1987662	1869022
ERR9923059	106892783	0.8569309398558741	0.11787310559082088	MT	Tumor	0.08558128755989074	0.0201966114026613	0.021254489182866536	0.016034398692753655	213785566	183199466	21594290	18296044	4317744	4543903	3427923
ERR9923060	127499847	0.8604925267086792	0.1194002710653311	MT	Tumor	0.08707150840737872	0.022122104977898523	0.015365559615142126	0.014946115974554856	254999694	219425331	26199444	22203208	5641130	3918213	3811255
ERR9923006	67028117	0.877025002805912	0.11599392191942022	MT	Normal	0.07389924141834389	0.02252821006444206	0.01485560902747723	0.011689549625868201	134056234	117570669	13637483	9906654	3020047	1991487	1567057
ERR9923061	120026563	0.8718447890572356	0.10893525078402685	MT	Tumor	0.07520880607070286	0.018786662249088978	0.020401967187879903	0.01375589251855858	240053126	209289067	22798957	18054109	4509797	4897556	3302145
ERR9923007	60570534	0.8773724695905768	0.11503201395467193	MT	Normal	0.07337521574434196	0.023526918220664852	0.01449561266869465	0.011227026659530523	121141068	106285838	12226274	8888752	2850076	1756014	1360054
ERR9923062	132246318	0.8773097108079788	0.11007855743054883	MT	Tumor	0.07178205142921257	0.01954973521455622	0.017715650124943364	0.01364073894291711	264492636	232041958	25542844	18985824	5170761	4685659	3607875
ERR9923008	53223819	0.8871207738775754	0.11818341789143715	MT	Normal	0.0655712060045898	0.02298639073607251	0.014390878264485304	0.009928383756152485	106447638	94431911	11160286	6979900	2446847	1531875	1056853
ERR9923063	111546245	0.8782807614904473	0.115983618927476	MT	Tumor	0.06856480466913073	0.019457212566859602	0.021151043676996925	0.012544043952353574	223092490	195937842	22725580	15296293	4340758	4718639	2798482
ERR9923064	99468119	0.8674619402423805	0.11343274422904635	MT	Tumor	0.08184573692400879	0.02047975794133596	0.01701270233128667	0.013197535182101915	198936238	172569615	19575045	16282083	4074166	3384443	2625468
ERR9923009	74047529	0.8873057330515377	0.11704415719166415	MT	Normal	0.06757292333144567	0.01985691514432575	0.014792553037117552	0.010469491831388459	148095058	131405594	15380257	10007216	2940711	2190704	1550480
ERR9923065	134890826	0.8668871039458236	0.11212044149183842	MT	Tumor	0.08058044659019287	0.020495760030411557	0.016487952264448286	0.01554655392205842	269781652	233870235	26221634	21739126	5529380	4448147	4194175
ERR9923010	50485402	0.8848233990490955	0.11833679888132402	MT	Normal	0.07065494892959355	0.019966940146381323	0.013862026888485507	0.010689971330722492	100970804	89341330	10572367	7134087	2016078	1399660	1079375
ERR9923066	137656438	0.8614162528308338	0.11454147050535964	MT	Tumor	0.08023347952676213	0.02171089883932635	0.020676522953470583	0.015960608395228126	275312876	237158986	27164539	22089310	5977290	5692513	4394161
ERR9923011	49422706	0.8854201447407595	0.10887580660536628	MT	Normal	0.06849588527184246	0.018285734900877343	0.015394533435704634	0.012401293850644276	98845412	87519719	9528780	6770504	1807461	1521679	1225811
ERR9923067	113735559	0.858779328635471	0.10865950499472495	MT	Tumor	0.07760748333773082	0.01903874231628826	0.0300099988957719	0.014562248733485364	227471118	195347494	21226362	17653461	4330764	6826408	3312491
ERR9923012	69628224	0.8713171041099655	0.11603460705669624	MT	Normal	0.07731940714156374	0.021305598718129017	0.015950751522830743	0.014104445634000373	139256448	121336525	14079236	10767226	2966942	2221245	1964135
ERR9923068	144630026	0.8605404177967858	0.11144453153267746	MT	Tumor	0.0860182794961262	0.021363686265257257	0.01771989586726618	0.014355497661322415	289260052	248919966	27740769	24881652	6179661	5125658	4152472
ERR9923013	55245246	0.8765136641802627	0.13631546919449564	MT	Normal	0.07088048806950738	0.02210892499238758	0.01681843357164162	0.013676335154702722	110490492	96846426	13201666	7831620	2442826	1858277	1511105
ERR9923069	125951911	0.8631116998296279	0.11766105849065199	MT	Tumor	0.08145072526926567	0.020729387742278876	0.01919610810827634	0.015509911556641645	251903822	217421136	25582001	20517749	5221812	4835573	3907006
ERR9923014	49923828	0.8688461149253218	0.11673304419731002	MT	Normal	0.07902429877772994	0.021642671311182308	0.016683205863140142	0.013800464179149083	99847656	86752248	10126854	7890391	2160970	1665779	1377944
ERR9923070	117263466	0.8459528690717704	0.10938085586847832	MT	Tumor	0.0885892584822625	0.020990642558697693	0.02895922417984814	0.015505532643901213	234526932	198398731	21701023	20776567	4922871	6791718	3636465
ERR9923015	64978233	0.8743852883780326	0.11342131182000792	MT	Normal	0.07597779705705447	0.021304134262930787	0.015813818759891487	0.01251657612788578	129956466	113632022	12888293	9873806	2768610	2055108	1626610
ERR9923071	118515907	0.8371078238468023	0.10217727455776825	MT	Tumor	0.09212124580036332	0.02033316084734516	0.03308859206553598	0.017347194583761653	237031814	198421186	20274136	21835666	4819606	7843049	4111837
ERR9923016	60293491	0.8818769342780302	0.11596620508991679	MT	Normal	0.06950243600922029	0.02129640328837486	0.01527401191614531	0.012047718384725807	120586982	106342878	12332180	8381089	2568069	1841847	1452798
ERR9923072	125663029	0.8497608910891364	0.11261801123773514	MT	Tumor	0.09457511564519108	0.020016774384771514	0.018473142168171038	0.017172063391850914	251326058	213567055	24051497	23769191	5030737	4642782	4315787
ERR9923017	66549211	0.883015044310593	0.1185005682352436	MT	Normal	0.06865772608483668	0.021608460542079155	0.015223922038685027	0.011491398447984604	133098422	117527909	13927124	9138235	2876052	2026280	1529487
ERR9923073	130791603	0.8620329471762801	0.11287286256105956	MT	Tumor	0.08436856989970526	0.020223171360626263	0.017226606665261223	0.016146220029125264	261583206	225493342	25452079	22069401	5290042	4506191	4223580
ERR9923018	65188318	0.8824485009722141	0.11660274859597294	MT	Normal	0.06748894027301026	0.020957267220792535	0.015400773187613155	0.013701688084665722	130376636	115050667	13415224	8798981	2732338	2007901	1786380
ERR9923074	139123488	0.8518851971278926	0.11354120716952235	MT	Tumor	0.09251921214051217	0.01946006414100256	0.01930177311253151	0.016831575556817552	278246976	237034480	26913181	25743191	5414704	5370660	4683335
ERR9923019	54898996	0.8537930821175673	0.11744050862530288	MT	Normal	0.0898957696785566	0.02217124335024269	0.017050293597354677	0.017087115764375726	109797992	93744766	11009433	9870375	2434358	1872088	1876131
ERR9923075	123743719	0.8637856681840959	0.11729072036312085	MT	Tumor	0.08400727393686948	0.023093309487490027	0.015005416153687768	0.014106295770858479	247487438	213776102	25073953	20790745	5715304	3713652	3491131
ERR9923020	57778955	0.8607953016803437	0.12282286583081223	MT	Normal	0.08409483176011058	0.022204494698805127	0.01748707639312618	0.015415690712994031	115557910	99471706	12217400	9717823	2565905	2020770	1781405
ERR9923076	139010948	0.8539473739866877	0.11915229343281011	MT	Tumor	0.09003358138382021	0.023000299947598373	0.01650958095760918	0.016507181865992312	278021896	237416068	28288669	25031307	6394587	4590025	4589358
ERR9923021	68579888	0.866058522871895	0.11901275573279285	MT	Normal	0.08144792391611955	0.021656961586172318	0.015714949840687987	0.015118907747414227	137159776	118788393	14137334	11171379	2970464	2155459	2073706
ERR9923077	143250227	0.845200842159922	0.11280034713959308	MT	Tumor	0.09107836178158378	0.02173102315572596	0.02428346937279199	0.017704547860856096	286500454	242150425	27314652	26093992	6225948	6957225	5072361
ERR9923022	58261002	0.8573610354315567	0.060314214133439896	MT	Normal	0.09074752953957091	0.019822273224892356	0.015667066625458997	0.016399237349196294	116522004	99901426	6025476	10574084	2309731	1825558	1910872
ERR9923078	134581460	0.8681936761571765	0.115134310083236	MT	Tumor	0.07837061286153382	0.02073611030821036	0.017020193569010175	0.015677322864531266	269162920	233685545	26905224	21094463	5581392	4581205	4219754
ERR9923023	57067690	0.8523660498611386	0.059191475761407014	MT	Normal	0.09232437829531911	0.020426330555871456	0.01730967207538977	0.017571256169646957	114135380	97285123	5758450	10537478	2331367	1975646	2005502
ERR9923079	107757251	0.8684471683487917	0.11551535151781822	MT	Tumor	0.08101922533268782	0.019620057865061907	0.015645935511105418	0.015265441394751245	215514502	187162959	21620195	17460818	4228407	3371926	3289924
ERR9923024	74438134	0.8771771065620747	0.14246385891618413	MT	Normal	0.06858891707306902	0.023463927776588275	0.015261371275104773	0.015506339801586106	148876268	130590854	18604477	10211262	3493222	2272056	2308526
ERR9923080	100139479	0.8585301707032049	0.11009103417915003	MT	Tumor	0.07442063384412057	0.01904147114645963	0.03394485905004559	0.014060888014006944	200278958	171945528	18929661	14904887	3813606	6798441	2816100
ERR9923025	73962149	0.8476199494960591	0.060887212142744104	MT	Normal	0.09843851346179787	0.020077553452374674	0.016310701031685814	0.017550673115244393	147924298	125383586	7634257	14561448	2969958	2412749	2596171
ERR9923081	117225085	0.8703186310336222	0.11791007230509111	MT	Tumor	0.07732577033320129	0.02069766040263481	0.015554861828421793	0.016100512957614832	234450170	204046351	24059120	18129040	4852570	3646840	3774768
ERR9923026	71766258	0.8590094247355073	0.06372616925814754	MT	Normal	0.08876982272086696	0.018078091796286774	0.016597382017604988	0.017542895994382208	143532516	123295784	7857168	12741356	2594794	2382264	2517976
ERR9923082	124831230	0.8736411232990334	0.10990723203981863	MT	Tumor	0.07802132527252996	0.018036275858212724	0.016067677936042128	0.014231550870723616	249662460	218115392	23972459	19478996	4502981	4011496	3553084
ERR9923027	54764770	0.851902783486537	0.06333137638449307	MT	Normal	0.09481081542020536	0.01845239193006745	0.017418104741424096	0.017413512373009143	109529540	93308520	5909357	10384585	2021082	1907797	1907294
ERR9923083	143440698	0.8487473548127882	0.11816217323182941	MT	Tumor	0.08734566392029129	0.01943781673455047	0.028765678482685575	0.015701513108922545	286881396	243489826	28771287	25057846	5576348	8252338	4504472
ERR9923028	56006414	0.8686182175491542	0.06104544502954442	MT	Normal	0.08260446740975061	0.01780892452782283	0.016346154567225105	0.01461999513127193	112012828	97296383	5939501	9252760	1994828	1830979	1637627
ERR9923084	86653576	0.8641449142271982	0.12401512891472014	MT	Tumor	0.09036987117531076	0.01967082120188554	0.01565623789144028	0.010155293533414017	173307152	149762494	18572815	15661745	3409094	2713338	1759985
ERR9923029	76917135	0.8478263393455827	0.06203620285371305	MT	Normal	0.09770293056287133	0.020786376143625215	0.0168217003922468	0.016860098858336312	153834270	130424746	8091056	15030059	3197657	2587754	2593661
ERR9923085	127936198	0.8633896561471992	0.12131344187275635	MT	Tumor	0.08460744628349828	0.01965227620723886	0.018533363012710444	0.013814940787907423	255872396	220917580	26800272	21648710	5028475	4742176	3534862
ERR9923030	73718014	0.8540283518761099	0.05862628359671354	MT	Normal	0.09194657631444059	0.020810700353376312	0.01671411685073339	0.01649780608576894	147436028	125914548	7381902	13556238	3068247	2464263	2432371
ERR9923086	112054123	0.864802020716364	0.11863210522279265	MT	Tumor	0.08937076773158985	0.019026078139043577	0.014743112129841042	0.01205572328650504	224108246	193809264	22992001	20028726	4263901	3304053	2701787
ERR9923031	77791164	0.8554214910577762	0.04941827153212307	MT	Normal	0.08420816919515435	0.022171200574913622	0.017453878180817554	0.02074340988135876	155582328	133088467	6577002	13101303	3449447	2715515	3227308
ERR9923087	122758186	0.8629508177971936	0.11741040626538661	MT	Tumor	0.08416884720013702	0.019532188264821705	0.017211801256170403	0.016134121597397993	245516372	211868554	24875573	20664830	4795472	4225779	3961191
ERR9923032	59692557	0.8537969985102163	0.06527095500183791	MT	Normal	0.09232278322404584	0.02093896731547285	0.01611679157922486	0.016822021881220468	119385114	101930652	6653111	11021966	2499801	1924105	2008299
ERR9923088	104908834	0.8600003503994716	0.11083432051341477	MT	Tumor	0.08685943454485444	0.021081956739696487	0.01578560104862094	0.016270727019995285	209817668	180443268	19999307	18224644	4423367	3312098	3413886
ERR9923033	55179707	0.8586726366633298	0.06295723664594334	MT	Normal	0.09007061237204467	0.019017335485308033	0.01652184380029419	0.01571488047227217	110359414	94762609	5965992	9940140	2098742	1823341	1734285
ERR9923089	109877030	0.8667769778633442	0.11124811106556481	MT	Tumor	0.08160426251055385	0.02033446845077629	0.01649561332336704	0.014786557299555695	219754060	190477760	21190291	17932868	4468582	3624978	3249406
ERR9923034	62868284	0.8577008957330535	0.06184621585288734	MT	Normal	0.09020921423590948	0.01998300128567212	0.016310672643776947	0.015793424550923005	125736568	107844367	6669766	11342597	2512594	2050848	1985811
ERR9923090	147277000	0.8490617136416413	0.11673401533573761	MT	Tumor	0.09418642761598892	0.02204288517555355	0.017061000699362425	0.017645576023411668	294554000	250094524	29194538	27742989	6492820	5025386	5197575
ERR9923035	52444423	0.8839108307093015	0.1255890003134101	MT	Normal	0.06705035156931749	0.020905540327901023	0.013693877421437167	0.014436778148936827	104888846	92712387	11643656	7032834	2192758	1436335	1514257
ERR9923091	89362816	0.8647558510242113	0.11194048015672654	MT	Tumor	0.08046724378067943	0.021567902470754727	0.01812207327933802	0.01508482006654759	178725632	154554036	17300853	14381559	3854737	3238879	2696044
ERR9923036	85610472	0.8491299171905045	0.059974512759323056	MT	Normal	0.0879948775425511	0.02172178772709021	0.017028594352335776	0.024122749843033222	171220944	145388826	8719624	15066566	3719225	2915652	4130320
ERR9923092	123023352	0.8580922303271333	0.11092006416023738	MT	Tumor	0.08789620689249306	0.022002465027940385	0.015510124451819521	0.01649675827399013	246046704	211130765	23418638	21626572	5413634	3816215	4058973
ERR9923037	40542942	0.86338443322638	0.06169920733673112	MT	Normal	0.08524975814532651	0.019846820687063116	0.016045912504326895	0.015470152610039992	81085884	70008290	4319456	6912552	1609297	1301097	1254411
ERR9923093	83724316	0.8574220898979933	0.10546104133114319	MT	Tumor	0.08774649171215683	0.02100411307032953	0.01942158595837319	0.01440337834470932	167448632	143574156	15141480	14693030	3517110	3252118	2411826
ERR9923038	60857553	0.8617983210728174	0.06274207204893587	MT	Normal	0.08606649859878526	0.020787312956865027	0.014687494911272558	0.01665789125632442	121715106	104893874	6581259	10475593	2530130	1787690	2027517
ERR9923094	118109025	0.8514303542849498	0.11651643819660841	MT	Tumor	0.09370791097462705	0.022901116150946126	0.015235440306107005	0.016722549356410318	236218050	201123218	23434161	22135500	5409657	3598886	3950168
ERR9923039	51331087	0.8625821814371475	0.06647960158167797	MT	Normal	0.0892501653043116	0.018596255325744417	0.015295545952494636	0.014272871330388931	102662174	88554562	5887072	9162616	1909132	1570274	1465284
ERR9923095	140679077	0.7999077609814003	0.10738252770184255	MT	Tumor	0.13796596419238663	0.020212415809353085	0.020694985793800736	0.02121680823936597	281358154	225060571	24167573	38817849	5686928	5822703	5969522
ERR9923040	49673482	0.8620567106610324	0.06493312210073858	MT	Normal	0.08932998697373379	0.01874320990825648	0.015338244256764605	0.014528788217423533	99346964	85642717	5561049	8874663	1862081	1523808	1443391
ERR9923096	115306051	0.8511786168099712	0.10425100165778459	MT	Tumor	0.09298024611041444	0.021880846478733368	0.01727597105896897	0.016682264142408275	230612102	196292090	20463647	21442370	5045988	3984048	3847132
ERR9923041	68325142	0.8531496575594384	0.06245284534831935	MT	Normal	0.0932055582116463	0.01826078166072454	0.0170986399120839	0.018282581834956155	136650284	116583143	7280949	12736566	2495341	2336534	2498320
ERR9923097	125452789	0.8507221071027763	0.11121448798426835	MT	Tumor	0.0943236303817845	0.02109734682741888	0.01822657366349982	0.015628134022592357	250905578	213450922	23738835	23666325	5293442	4573149	3921186
ERR9923042	36614204	0.8546678906361039	0.06371766809266786	MT	Normal	0.09549164307928147	0.01943192592688892	0.01569863433327678	0.01470660129604347	73228408	62585969	3987832	6992701	1422969	1149586	1076941
ERR9923098	110377714	0.8564914788867615	0.12247342317228871	MT	Tumor	0.08933316466401904	0.022235697869227477	0.01667585269975785	0.015261169478469177	220755428	189075143	23156680	19720781	4908651	3681285	3368986
ERR9923043	36391074	0.8528057457166557	0.06592912336931166	MT	Normal	0.09608101975775708	0.02031587471147458	0.015411636380943306	0.015382879329145383	72782148	62069034	4092157	6992983	1478633	1121692	1119599
ERR9923099	146637406	0.8415398251111998	0.1278286744935425	MT	Tumor	0.0983579080770155	0.023140793966308977	0.02062590018811435	0.01633313808074319	293274812	246802434	31548428	28845897	6786612	6049057	4790098
ERR9923100	146872977	0.8702433974631018	0.11924126715141246	MT	Tumor	0.08035398846719094	0.0211972757929459	0.01585615031143544	0.012346733463433509	293745954	255630477	30481702	23603659	6226614	4657680	3626803
ERR9923044	47539007	0.8869832409414862	0.11821772848117285	MT	Normal	0.06548434004942509	0.01954064795674003	0.01506845736176189	0.012920715823954841	95078014	84332605	9969609	6226121	1857886	1432679	1228476
ERR9923101	96160515	0.8622134355249658	0.10807163831124326	MT	Tumor	0.07635810810705412	0.020358033648218293	0.02664689867769531	0.014421620974055723	192321030	165821776	17920631	14685270	3915278	5124759	2773581
ERR9923045	64395989	0.826432435100888	0.06312020454975667	MT	Normal	0.10976864568381736	0.0199299679984727	0.01898667166987683	0.024880385019011044	128791978	106437868	6718380	14137321	2566820	2445331	3204394
ERR9923102	101237522	0.8521031954930702	0.11664372529351943	MT	Tumor	0.0916097047495888	0.02044623830283005	0.018903613622625017	0.016935168563292174	202475044	172529632	20124499	18548679	4139853	3827510	3428949
ERR9923046	73577719	0.8361628402750566	0.06224880666288548	MT	Normal	0.1005754948722996	0.02049905216550679	0.018634955236924374	0.024125958566342618	147155438	123045909	7659461	14800231	3016547	2742235	3550266
ERR9923103	176230676	0.8440396267900601	0.12219250154461635	MT	Tumor	0.09310240630297531	0.023379820094431233	0.01927780723033713	0.020198310990987744	352461352	297491348	36351212	32815000	8240483	6794682	7119124
ERR9923104	33269760	0.8639658206130733	0.11538550453538278	MT	Tumor	0.08133969105878731	0.021902893197907048	0.01617123177323792	0.016618184200907972	66539520	57487871	6633267	5412304	1457408	1076026	1105766
ERR9923047	46050453	0.8388679802997812	0.06125343401539682	MT	Normal	0.0995279460117363	0.020746234570157215	0.01824980961642223	0.022605901401230515	92100906	77260501	4732471	9166614	1910747	1680824	2082024
ERR9923048	61449606	0.8277521258639152	0.06215434757726141	MT	Normal	0.10753113697750967	0.020955862597394032	0.01813547836254638	0.02562372816515699	122899212	101730084	6322967	13215492	2575459	2228836	3149136
ERR9923105	137696265	0.8329439618423927	0.11484856271757352	MT	Tumor	0.10741007753550905	0.022693629344267253	0.017211621535268222	0.019738476566521248	275392530	229386545	26344715	29579933	6249656	4739952	5435829
ERR9923049	56504592	0.8359485190159412	0.06154513196060627	MT	Normal	0.10063936927462462	0.02112425659139349	0.01914521389695195	0.02314079181387594	113009184	94469860	5814160	11373173	2387235	2163585	2615122
ERR9923106	206756434	0.8262932992934092	0.11867237891018677	MT	Tumor	0.11191368777428227	0.023073801901613372	0.018121849596225866	0.02059515594083036	413512868	341682912	40548324	46277750	9541314	7493618	8516362
ERR9923050	61559621	0.8270398545826005	0.061893373030386	MT	Normal	0.10776308223210146	0.020829465470555773	0.01942955431775644	0.024935980356344298	123119242	101824520	6302263	13267709	2564508	2392152	3070099
ERR9923107	174732784	0.8385923845865124	0.12464426807687201	MT	Tumor	0.09959256415212843	0.02304761538052298	0.01910467757441557	0.0196606236182902	349465568	293059164	36528145	34804172	8054348	6676427	6870711
ERR9923051	74056303	0.8568357037752748	0.11454475401027966	MT	Normal	0.08497845888958297	0.020494413554508654	0.018079554956989954	0.019609924357147562	148112606	126908169	14536665	12586381	3035481	2677810	2904477
ERR9923108	223883384	0.8411820347507344	0.1270505667942254	MT	Tumor	0.10155210089195364	0.0187661269225768	0.017965332791289236	0.020532039572887642	447766768	376653361	47854023	45471656	8402848	8044279	9193565
ERR9923052	62686061	0.8773247771940879	0.12787832911843852	MT	Normal	0.0722136776148688	0.021028303245916185	0.014424099801070608	0.015006669505043554	125372122	109992069	14065602	9053582	2636363	1808380	1881418
ERR9923109	131065023	0.8594227118855349	0.1223271262496892	MT	Tumor	0.08475757487182527	0.022471666601698914	0.01579207367933701	0.017553684021403636	262130046	225280515	27557918	22217507	5890499	4139577	4601348
ERR9923053	59012133	0.8788553194645582	0.12389726327145681	MT	Normal	0.0719839681104223	0.019886961211857908	0.015057090039433077	0.014213678736201588	118024266	103726254	12851399	8495855	2347144	1777102	1677559
ERR9923110	133980913	0.8584626714702265	0.12000832046483316	MT	Tumor	0.08511816530165009	0.020894397846057372	0.018572977630030033	0.0169496456558704	267961826	230035225	27606141	22808419	5598901	4976849	4541858
ERR9923054	80279244	0.8620724804035275	0.1130837485892046	MT	Normal	0.08090378878007372	0.019669293348103776	0.018164838473067834	0.019188116669359767	160558488	138413054	15652267	12989790	3158072	2916519	3080815
ERR9923111	193282562	0.8741648690480417	0.1329197992110899	MT	Tumor	0.07786757814189156	0.01838341733073675	0.015935917695461838	0.0136457731763717	386565124	337921651	44916478	30100890	7106388	6160270	5274980
ERR9923055	66226549	0.8465931087546175	0.124504797301226	MT	Normal	0.09074074658487792	0.022260030490189063	0.01834228143157512	0.022062111374699593	132453098	112133880	13961206	12018893	2948410	2429492	2922195
ERR9923112	126744666	0.8506782999451827	0.13087688853767868	MT	Tumor	0.09498209573568958	0.0201855871394225	0.01825337564896025	0.01589801025630538	253489332	215637874	28222014	24076948	5116831	4627036	4029976
ERR9923056	66226549	0.8465931087546175	0.124504797301226	MT	Normal	0.09074074658487792	0.022260030490189063	0.01834228143157512	0.022062111374699593	132453098	112133880	13961206	12018893	2948410	2429492	2922195
ERR9923113	166436001	0.8580931718012138	0.12670379215737534	MT	Tumor	0.08822144194632506	0.020672177169169068	0.017648059808887142	0.015362532653016578	332872002	285635192	36191062	29366448	6881189	5874545	5113757
ERR9923057	54541450	0.8755122296895297	0.12053514778576552	MT	Normal	0.07365063635088542	0.018566888119036073	0.015752138969536013	0.016515897542144553	109082900	95503413	11511518	8034025	2025330	1718289	1801602
ERR9923114	109354457	0.8659243308208279	0.11744669083995242	MT	Tumor	0.08113413246613259	0.020573070926592413	0.01687923885900691	0.015486931639192356	218708914	189385370	22242685	17744758	4499514	3691640	3387130
ERR9923058	50724351	0.8832845392147057	0.12467974145632196	MT	Normal	0.06989590660312243	0.019068573198698983	0.01537367131616923	0.01237458908049903	101448702	89608070	11172311	7090849	1934482	1559639	1255386
ERR9923115	96209210	0.8655967136618209	0.11125735689178184	MT	Tumor	0.07469311409999105	0.01916759840352083	0.027676861705859552	0.012863389066389798	192418420	166556752	18530664	14372331	3688199	5325538	2475153
ERR10505793-ERR10505845-ERR10505897-ERR10505949	171284144	0.49741842420627097	0.7086970911429239	UC	Tumor	0.37850380359783914	0.007753919708995364	0.03235797763043379	0.0839655449952215	342568288	170399778	120761827	129663400	2656247	11084817	28763933
ERR10505794-ERR10505846-ERR10505898-ERR10505950	260057886	0.39953187383827304	0.6844062070011568	UC	Normal	0.47474667236201407	0.00609505454489467	0.036117483858959	0.0835083366785501	520115772	207802829	142221546	246923232	3170134	18785273	43434003
ERR10505795-ERR10505847-ERR10505899-ERR10505951	81521126	0.37747382193911305	0.6570158654476876	UC	Tumor	0.4991284897119797	0.0073270884408539695	0.035948025300828156	0.08012250714005104	163042252	61544182	40435504	81379033	1194625	5861047	13063354
ERR10505796-ERR10505848-ERR10505900-ERR10505952	91919243	0.48940801220480024	0.6714935557526834	UC	Normal	0.38378879490989715	0.009421269929300875	0.03629914576211207	0.08108245082044464	183838486	89972028	60415637	70555151	1731992	6673180	14906075
ERR10505797-ERR10505849-ERR10505901-ERR10505953	132243272	0.36463099612356836	0.6751762899358184	UC	Tumor	0.5114849434457429	0.00695194157022975	0.036488408272293806	0.08044356313264844	264486544	96439992	65113996	135280885	1838695	9650693	21276240
ERR10505798-ERR10505850-ERR10505902-ERR10505954	87100092	0.402572135055839	0.6820187445439163	UC	Normal	0.4693175295383155	0.008266357514295162	0.036177992785587414	0.0836657727066465	174200184	70128140	47828706	81755200	1440001	6302213	14574593
ERR10505801-ERR10505853-ERR10505905-ERR10505957	106878621	0.49116855184723984	0.6627185315746846	UC	Tumor	0.38877357427731035	0.00897883497205676	0.0333178325719603	0.07776091628278026	213757242	104990835	69579372	83103167	1919291	7121928	16621959
ERR10505802-ERR10505854-ERR10505906-ERR10505958	93101743	0.4346861153823941	0.684769187869494	UC	Normal	0.4428382613631627	0.008520323835398011	0.03402107627566113	0.07993394387900987	186203486	80940070	55425266	82458028	1586514	6334843	14883979
ERR10505803-ERR10505855-ERR10505907-ERR10505959	53590740	0.20084182453909014	0.6688197314159964	UC	Tumor	0.6992004588852477	0.004468859732110435	0.0385049264107941	0.05698384646302701	107181480	21526524	14397364	74941340	478979	4127015	6107613
